Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),HeartRate (bpm),BloodOxygen (Sp02),BodyTemp (Celcius)
13454,1620318154911,46.0,99.0,27.0
13455,1620318154948,46.0,99.0,27.0
13456,1620318154952,46.0,99.0,27.0
13457,1620318154993,46.0,99.0,27.0
13458,1620318155028,46.0,99.0,27.0
13459,1620318155062,46.0,99.0,27.0
13460,1620318155096,46.0,99.0,27.0
13461,1620318155098,46.0,99.0,27.0
13462,1620318155138,46.0,99.0,27.0
13463,1620318155174,46.0,99.0,27.0
13464,1620318155199,46.0,99.0,27.0
13465,1620318155216,46.0,99.0,27.0
13466,1620318155250,46.0,99.0,27.0
13467,1620318155284,46.0,99.0,27.0
13468,1620318155319,46.0,99.0,27.0
13469,1620318155353,46.0,99.0,27.0
13470,1620318155360,46.0,99.0,27.0
13471,1620318155393,46.0,99.0,27.0
13472,1620318155427,46.0,99.0,27.0
13473,1620318155460,46.0,99.0,27.0
13474,1620318155463,46.0,99.0,27.0
13475,1620318155503,46.0,99.0,27.0
13476,1620318155537,46.0,99.0,27.0
13477,1620318155609,46.0,99.0,27.0
13478,1620318155612,46.0,99.0,27.0
13479,1620318155615,46.0,99.0,27.0
13480,1620318155655,46.0,99.0,27.0
13481,1620318155690,46.0,99.0,27.0
13482,1620318155693,46.0,99.0,27.0
13483,1620318155734,46.0,99.0,27.0
13484,1620318155767,46.0,99.0,27.0
13485,1620318155804,46.0,99.0,27.0
13486,1620318155808,46.0,99.0,27.0
13487,1620318155847,46.0,99.0,27.0
13488,1620318155888,46.0,99.0,27.0
13489,1620318155893,46.0,99.0,27.0
13490,1620318155926,46.0,99.0,27.0
13491,1620318155962,46.0,99.0,27.0
13492,1620318155995,46.0,99.0,27.0
13493,1620318156028,46.0,99.0,27.0
13494,1620318156053,46.0,99.0,27.0
13495,1620318156065,46.0,99.0,27.0
13496,1620318156098,46.0,99.0,27.0
13497,1620318156134,46.0,99.0,27.0
13498,1620318156153,46.0,99.0,27.0
13499,1620318156201,46.0,99.0,27.0
13500,1620318156205,46.0,99.0,27.0
13501,1620318156243,46.0,99.0,27.0
13502,1620318156277,46.0,99.0,27.0
13503,1620318156310,46.0,99.0,27.0
13504,1620318156345,46.0,99.0,27.0
13505,1620318156353,46.0,99.0,27.0
13506,1620318156388,46.0,99.0,27.0
13507,1620318156422,46.0,99.0,27.0
13508,1620318156426,46.0,99.0,27.0
13509,1620318156460,46.0,99.0,27.0
13510,1620318156494,46.0,99.0,27.0
13511,1620318156527,46.0,99.0,27.0
13512,1620318156553,46.0,99.0,27.0
13513,1620318156568,46.0,99.0,27.0
13514,1620318156609,46.0,99.0,27.0
13515,1620318156643,46.0,99.0,27.0
13516,1620318156677,46.0,99.0,27.0
13517,1620318156680,46.0,99.0,27.0
13518,1620318156720,46.0,99.0,27.0
13519,1620318156754,46.0,99.0,27.0
13520,1620318156789,46.0,99.0,27.0
13521,1620318156823,40.0,99.0,27.0
13522,1620318156826,40.0,99.0,27.0
13523,1620318156889,40.0,99.0,27.0
13524,1620318156892,40.0,99.0,27.0
13525,1620318156925,40.0,99.0,27.0
13526,1620318156959,40.0,99.0,27.0
13527,1620318156962,40.0,99.0,27.0
13528,1620318157004,40.0,99.0,27.0
13529,1620318157036,40.0,99.0,27.0
13530,1620318157070,40.0,99.0,27.0
13531,1620318157105,40.0,99.0,27.0
13532,1620318157108,40.0,99.0,27.0
13533,1620318157148,40.0,99.0,27.0
13534,1620318157181,40.0,99.0,27.0
13535,1620318157216,40.0,99.0,27.0
13536,1620318157250,40.0,99.0,27.0
13537,1620318157253,40.0,99.0,27.0
13538,1620318157287,40.0,99.0,27.0
13539,1620318157321,40.0,99.0,27.0
13540,1620318157355,40.0,99.0,27.0
13541,1620318157390,40.0,99.0,27.0
13542,1620318157392,40.0,99.0,27.0
13543,1620318157430,40.0,99.0,27.0
13544,1620318157465,40.0,99.0,27.0
13545,1620318157500,40.0,99.0,27.0
13546,1620318157533,40.0,99.0,27.0
13547,1620318157535,40.0,99.0,27.0
13548,1620318157570,40.0,99.0,27.0
13549,1620318157604,40.0,99.0,27.0
13550,1620318157645,40.0,99.0,27.0
13551,1620318157653,40.0,99.0,27.0
13552,1620318157687,40.0,99.0,27.0
13553,1620318157724,40.0,99.0,27.0
13554,1620318157759,40.0,99.0,27.0
13555,1620318157762,40.0,99.0,27.0
13556,1620318157799,40.0,99.0,27.0
13557,1620318157830,40.0,99.0,27.0
13558,1620318157842,40.0,99.0,27.0
13559,1620318157883,40.0,99.0,27.0
13560,1620318157917,40.0,99.0,27.0
13561,1620318157952,40.0,99.0,27.0
13562,1620318157955,40.0,99.0,27.0
13563,1620318157993,40.0,99.0,27.0
13564,1620318158027,40.0,99.0,27.0
13565,1620318158063,40.0,99.0,27.0
13566,1620318158072,40.0,99.0,27.0
13567,1620318158104,40.0,99.0,27.0
13568,1620318158169,40.0,99.0,27.0
13569,1620318158173,40.0,99.0,27.0
13570,1620318158191,40.0,99.0,27.0
13571,1620318158240,40.0,99.0,27.0
13572,1620318158243,40.0,99.0,27.0
13573,1620318158277,40.0,99.0,27.0
13574,1620318158310,40.0,99.0,27.0
13575,1620318158345,40.0,99.0,27.0
13576,1620318158372,40.0,99.0,27.0
13577,1620318158381,40.0,99.0,27.0
13578,1620318158419,40.0,99.0,27.0
13579,1620318158454,40.0,99.0,27.0
13580,1620318158488,40.0,99.0,27.0
13581,1620318158506,40.0,99.0,27.0
13582,1620318158523,40.0,99.0,27.0
13583,1620318158563,40.0,99.0,27.0
13584,1620318158598,40.0,99.0,27.0
13585,1620318158631,40.0,99.0,27.0
13586,1620318158662,40.0,99.0,27.0
13587,1620318158668,40.0,99.0,27.0
13588,1620318158707,40.0,99.0,27.0
13589,1620318158742,40.0,99.0,27.0
13590,1620318158771,40.0,99.0,27.0
13591,1620318158781,40.0,99.0,27.0
13592,1620318158814,40.0,99.0,27.0
13593,1620318158847,40.0,99.0,27.0
13594,1620318158871,40.0,99.0,27.0
13595,1620318158917,40.0,99.0,27.0
13596,1620318158920,40.0,99.0,27.0
13597,1620318158961,40.0,99.0,27.0
13598,1620318158995,40.0,99.0,27.0
13599,1620318159029,40.0,99.0,27.0
13600,1620318159031,40.0,99.0,27.0
13601,1620318159072,40.0,99.0,27.0
13602,1620318159106,40.0,99.0,27.0
13603,1620318159139,40.0,99.0,27.0
13604,1620318159142,40.0,99.0,27.0
13605,1620318159181,40.0,99.0,27.0
13606,1620318159214,40.0,99.0,27.0
13607,1620318159249,40.0,99.0,27.0
13608,1620318159271,40.0,99.0,27.0
13609,1620318159317,40.0,99.0,27.0
13610,1620318159320,40.0,99.0,27.0
13611,1620318159355,40.0,99.0,27.0
13612,1620318159388,40.0,99.0,27.0
13613,1620318159438,40.0,99.0,27.0
13614,1620318159450,40.0,99.0,27.0
13615,1620318159458,40.0,99.0,27.0
13616,1620318159492,40.0,99.0,27.0
13617,1620318159527,40.0,99.0,27.0
13618,1620318159560,40.0,99.0,27.0
13619,1620318159601,40.0,99.0,27.0
13620,1620318159602,40.0,99.0,27.0
13621,1620318159638,40.0,99.0,27.0
13622,1620318159672,40.0,99.0,27.0
13623,1620318159705,40.0,99.0,27.0
13624,1620318159739,40.0,99.0,27.0
13625,1620318159742,40.0,99.0,27.0
13626,1620318159790,40.0,99.0,27.0
13627,1620318159820,40.0,99.0,27.0
13628,1620318159830,40.0,99.0,27.0
13629,1620318159865,40.0,99.0,27.0
13630,1620318159899,40.0,99.0,27.0
13631,1620318159930,40.0,99.0,27.0
13632,1620318159938,40.0,99.0,27.0
13633,1620318159977,40.0,99.0,27.0
13634,1620318160011,40.0,99.0,27.0
13635,1620318160045,40.0,99.0,27.0
13636,1620318160049,40.0,99.0,27.0
13637,1620318160084,40.0,99.0,27.0
13638,1620318160116,40.0,99.0,27.0
13639,1620318160151,40.0,99.0,27.0
13640,1620318160181,40.0,99.0,27.0
13641,1620318160219,40.0,99.0,27.0
13642,1620318160222,40.0,99.0,27.0
13643,1620318160260,40.0,99.0,27.0
13644,1620318160302,40.0,99.0,27.0
13645,1620318160312,40.0,99.0,27.0
13646,1620318160345,40.0,99.0,27.0
13647,1620318160382,40.0,99.0,27.0
13648,1620318160390,40.0,99.0,27.0
13649,1620318160425,40.0,99.0,27.0
13650,1620318160458,40.0,99.0,27.0
13651,1620318160493,40.0,99.0,27.0
13652,1620318160523,40.0,99.0,27.0
13653,1620318160561,40.0,99.0,27.0
13654,1620318160564,40.0,99.0,27.0
13655,1620318160599,40.0,99.0,27.0
13656,1620318160633,40.0,99.0,27.0
13657,1620318160666,40.0,99.0,27.0
13658,1620318160675,40.0,99.0,27.0
13659,1620318160729,40.0,99.0,27.0
13660,1620318160736,40.0,99.0,27.0
13661,1620318160774,40.0,99.0,27.0
13662,1620318160808,40.0,99.0,27.0
13663,1620318160835,40.0,99.0,27.0
13664,1620318160844,40.0,99.0,27.0
13665,1620318160879,40.0,99.0,27.0
13666,1620318160913,40.0,99.0,27.0
13667,1620318160955,40.0,99.0,27.0
13668,1620318160957,40.0,99.0,27.0
13669,1620318160990,40.0,99.0,27.0
13670,1620318161024,40.0,99.0,27.0
13671,1620318161058,40.0,99.0,27.0
13672,1620318161092,40.0,99.0,27.0
13673,1620318161126,40.0,99.0,27.0
13674,1620318161129,40.0,99.0,27.0
13675,1620318161163,40.0,99.0,27.0
13676,1620318161198,40.0,99.0,27.0
13677,1620318161237,40.0,99.0,27.0
13678,1620318161257,40.0,99.0,27.0
13679,1620318161273,40.0,99.0,27.0
13680,1620318161313,40.0,99.0,27.0
13681,1620318161349,40.0,99.0,27.0
13682,1620318161352,40.0,99.0,27.0
13683,1620318161389,40.0,99.0,27.0
13684,1620318161423,40.0,99.0,27.0
13685,1620318161457,40.0,99.0,27.0
13686,1620318161466,40.0,99.0,27.0
13687,1620318161503,40.0,99.0,27.0
13688,1620318161536,40.0,99.0,27.0
13689,1620318161570,40.0,99.0,27.0
13690,1620318161604,40.0,99.0,27.0
13691,1620318161607,40.0,99.0,27.0
13692,1620318161646,40.0,99.0,27.0
13693,1620318161680,40.0,99.0,27.0
13694,1620318161713,40.0,99.0,27.0
13695,1620318161747,40.0,99.0,27.0
13696,1620318161751,40.0,99.0,27.0
13697,1620318161785,40.0,99.0,27.0
13698,1620318161818,40.0,99.0,27.0
13699,1620318161858,40.0,99.0,27.0
13700,1620318161861,40.0,99.0,27.0
13701,1620318161894,40.0,99.0,27.0
13702,1620318161930,40.0,99.0,27.0
13703,1620318162003,40.0,99.0,27.0
13704,1620318162006,40.0,99.0,27.0
13705,1620318162015,40.0,99.0,27.0
13706,1620318162049,40.0,99.0,27.0
13707,1620318162083,40.0,99.0,27.0
13708,1620318162086,40.0,99.0,27.0
13709,1620318162123,40.0,99.0,27.0
13710,1620318162158,40.0,99.0,27.0
13711,1620318162192,40.0,99.0,27.0
13712,1620318162226,40.0,99.0,27.0
13713,1620318162229,40.0,99.0,27.0
13714,1620318162263,40.0,99.0,27.0
13715,1620318162296,40.0,99.0,27.0
13716,1620318162330,40.0,99.0,27.0
13717,1620318162358,40.0,99.0,27.0
13718,1620318162400,40.0,99.0,27.0
13719,1620318162402,40.0,99.0,27.0
13720,1620318162437,40.0,99.0,27.0
13721,1620318162471,40.0,99.0,27.0
13722,1620318162505,40.0,99.0,27.0
13723,1620318162538,40.0,99.0,27.0
13724,1620318162573,40.0,99.0,27.0
13725,1620318162577,40.0,99.0,27.0
13726,1620318162612,40.0,99.0,27.0
13727,1620318162651,40.0,99.0,27.0
13728,1620318162685,40.0,99.0,27.0
13729,1620318162687,40.0,99.0,27.0
13730,1620318162727,40.0,99.0,27.0
13731,1620318162765,40.0,99.0,27.0
13732,1620318162767,40.0,99.0,27.0
13733,1620318162801,40.0,99.0,27.0
13734,1620318162835,40.0,99.0,27.0
13735,1620318162869,40.0,99.0,27.0
13736,1620318162903,40.0,99.0,27.0
13737,1620318162937,40.0,99.0,27.0
13738,1620318162940,40.0,99.0,27.0
13739,1620318162977,40.0,99.0,27.0
13740,1620318163002,40.0,99.0,27.0
13741,1620318163049,40.0,99.0,27.0
13742,1620318163060,40.0,99.0,27.0
13743,1620318163093,40.0,99.0,27.0
13744,1620318163128,40.0,99.0,27.0
13745,1620318163133,40.0,99.0,27.0
13746,1620318163171,40.0,99.0,27.0
13747,1620318163205,40.0,99.0,27.0
13748,1620318163278,40.0,99.0,27.0
13749,1620318163281,40.0,99.0,27.0
13750,1620318163295,40.0,99.0,27.0
13751,1620318163328,40.0,99.0,27.0
13752,1620318163360,40.0,99.0,27.0
13753,1620318163365,40.0,99.0,27.0
13754,1620318163406,40.0,99.0,27.0
13755,1620318163440,40.0,99.0,27.0
13756,1620318163460,40.0,99.0,27.0
13757,1620318163476,40.0,99.0,27.0
13758,1620318163516,40.0,99.0,27.0
13759,1620318163556,40.0,99.0,27.0
13760,1620318163577,40.0,99.0,27.0
13761,1620318163593,40.0,99.0,27.0
13762,1620318163627,40.0,99.0,27.0
13763,1620318163661,40.0,99.0,27.0
13764,1620318163694,40.0,99.0,27.0
13765,1620318163729,40.0,99.0,27.0
13766,1620318163733,40.0,99.0,27.0
13767,1620318163770,40.0,99.0,27.0
13768,1620318163802,40.0,99.0,27.0
13769,1620318163845,40.0,99.0,27.0
13770,1620318163847,40.0,99.0,27.0
13771,1620318163882,40.0,99.0,27.0
13772,1620318163918,40.0,99.0,27.0
13773,1620318163956,40.0,99.0,27.0
13774,1620318163960,40.0,99.0,27.0
13775,1620318163996,40.0,99.0,27.0
13776,1620318164005,40.0,99.0,27.0
13777,1620318164045,40.0,99.0,27.0
13778,1620318164079,40.0,99.0,27.0
13779,1620318164115,40.0,99.0,27.0
13780,1620318164148,40.0,99.0,27.0
13781,1620318164151,40.0,99.0,27.0
13782,1620318164190,40.0,99.0,27.0
13783,1620318164225,40.0,99.0,27.0
13784,1620318164260,40.0,99.0,27.0
13785,1620318164297,40.0,99.0,27.0
13786,1620318164301,40.0,99.0,27.0
13787,1620318164336,40.0,99.0,27.0
13788,1620318164370,40.0,99.0,27.0
13789,1620318164396,40.0,99.0,27.0
13790,1620318164413,40.0,99.0,27.0
13791,1620318164449,40.0,99.0,27.0
13792,1620318164482,40.0,99.0,27.0
13793,1620318164558,40.0,99.0,27.0
13794,1620318164561,40.0,99.0,27.0
13795,1620318164576,40.0,99.0,27.0
13796,1620318164578,40.0,99.0,27.0
13797,1620318164613,40.0,99.0,27.0
13798,1620318164648,40.0,99.0,27.0
13799,1620318164682,40.0,99.0,27.0
13800,1620318164715,40.0,99.0,27.0
13801,1620318164749,40.0,99.0,27.0
13802,1620318164752,40.0,99.0,27.0
13803,1620318164787,40.0,99.0,27.0
13804,1620318164826,40.0,99.0,27.0
13805,1620318164861,40.0,99.0,27.0
13806,1620318164865,40.0,99.0,27.0
13807,1620318164899,40.0,99.0,27.0
13808,1620318164934,40.0,99.0,27.0
13809,1620318164961,40.0,99.0,27.0
13810,1620318165002,40.0,99.0,27.0
13811,1620318165006,40.0,99.0,27.0
13812,1620318165039,40.0,99.0,27.0
13813,1620318165073,40.0,99.0,27.0
13814,1620318165106,40.0,99.0,27.0
13815,1620318165141,40.0,99.0,27.0
13816,1620318165143,40.0,99.0,27.0
13817,1620318165185,92.0,99.0,27.0
13818,1620318165224,92.0,99.0,27.0
13819,1620318165260,92.0,99.0,27.0
13820,1620318165262,92.0,99.0,27.0
13821,1620318165297,92.0,99.0,27.0
13822,1620318165333,92.0,99.0,27.0
13823,1620318165362,92.0,99.0,27.0
13824,1620318165400,92.0,99.0,27.0
13825,1620318165402,92.0,99.0,27.0
13826,1620318165438,92.0,99.0,27.0
13827,1620318165477,92.0,99.0,27.0
13828,1620318165481,92.0,99.0,27.0
13829,1620318165514,92.0,99.0,27.0
13830,1620318165548,92.0,99.0,27.0
13831,1620318165583,92.0,99.0,27.0
13832,1620318165619,92.0,99.0,27.0
13833,1620318165652,92.0,99.0,27.0
13834,1620318165654,92.0,99.0,27.0
13835,1620318165690,92.0,99.0,27.0
13836,1620318165723,92.0,99.0,27.0
13837,1620318165762,92.0,99.0,27.0
13838,1620318165767,92.0,99.0,27.0
13839,1620318165847,92.0,99.0,27.0
13840,1620318165849,92.0,99.0,27.0
13841,1620318165857,92.0,99.0,27.0
13842,1620318165889,92.0,99.0,27.0
13843,1620318165924,92.0,99.0,27.0
13844,1620318165959,92.0,99.0,27.0
13845,1620318165963,92.0,99.0,27.0
13846,1620318166000,92.0,99.0,27.0
13847,1620318166035,92.0,99.0,27.0
13848,1620318166070,92.0,99.0,27.0
13849,1620318166079,92.0,99.0,27.0
13850,1620318166112,92.0,99.0,27.0
13851,1620318166147,92.0,99.0,27.0
13852,1620318166182,92.0,99.0,27.0
13853,1620318166219,92.0,99.0,27.0
13854,1620318166222,92.0,99.0,27.0
13855,1620318166256,92.0,99.0,27.0
13856,1620318166289,92.0,99.0,27.0
13857,1620318166323,92.0,99.0,27.0
13858,1620318166357,92.0,99.0,27.0
13859,1620318166363,92.0,99.0,27.0
13860,1620318166401,92.0,99.0,27.0
13861,1620318166434,92.0,99.0,27.0
13862,1620318166469,92.0,99.0,27.0
13863,1620318166471,92.0,99.0,27.0
13864,1620318166506,92.0,99.0,27.0
13865,1620318166540,92.0,99.0,27.0
13866,1620318166574,92.0,99.0,27.0
13867,1620318166608,92.0,99.0,27.0
13868,1620318166612,92.0,99.0,27.0
13869,1620318166650,92.0,99.0,27.0
13870,1620318166685,92.0,99.0,27.0
13871,1620318166719,92.0,99.0,27.0
13872,1620318166722,92.0,99.0,27.0
13873,1620318166756,92.0,99.0,27.0
13874,1620318166791,92.0,99.0,27.0
13875,1620318166826,92.0,99.0,27.0
13876,1620318166860,92.0,99.0,27.0
13877,1620318166881,92.0,99.0,27.0
13878,1620318166897,92.0,99.0,27.0
13879,1620318166935,92.0,99.0,27.0
13880,1620318166971,92.0,99.0,27.0
13881,1620318167005,92.0,99.0,27.0
13882,1620318167007,92.0,99.0,27.0
13883,1620318167047,92.0,99.0,27.0
13884,1620318167122,92.0,99.0,27.0
13885,1620318167124,92.0,99.0,27.0
13886,1620318167136,92.0,99.0,27.0
13887,1620318167169,92.0,99.0,27.0
13888,1620318167206,92.0,99.0,27.0
13889,1620318167209,92.0,99.0,27.0
13890,1620318167251,92.0,99.0,27.0
13891,1620318167280,92.0,99.0,27.0
13892,1620318167293,92.0,99.0,27.0
13893,1620318167326,92.0,99.0,27.0
13894,1620318167363,92.0,99.0,27.0
13895,1620318167396,92.0,99.0,27.0
13896,1620318167429,92.0,99.0,27.0
13897,1620318167462,92.0,99.0,27.0
13898,1620318167466,92.0,99.0,27.0
13899,1620318167499,92.0,99.0,27.0
13900,1620318167535,92.0,99.0,27.0
13901,1620318167569,92.0,99.0,27.0
13902,1620318167604,92.0,99.0,27.0
13903,1620318167606,92.0,99.0,27.0
13904,1620318167647,92.0,99.0,27.0
13905,1620318167682,92.0,99.0,27.0
13906,1620318167717,92.0,99.0,27.0
13907,1620318167723,92.0,99.0,27.0
13908,1620318167758,92.0,99.0,27.0
13909,1620318167792,92.0,99.0,27.0
13910,1620318167812,92.0,99.0,27.0
13911,1620318167828,92.0,99.0,27.0
13912,1620318167867,92.0,99.0,27.0
13913,1620318167901,92.0,99.0,27.0
13914,1620318167938,92.0,99.0,27.0
13915,1620318167941,92.0,99.0,27.0
13916,1620318167983,92.0,99.0,27.0
13917,1620318168015,92.0,99.0,27.0
13918,1620318168050,92.0,99.0,27.0
13919,1620318168053,92.0,99.0,27.0
13920,1620318168094,92.0,99.0,27.0
13921,1620318168128,92.0,99.0,27.0
13922,1620318168162,92.0,99.0,27.0
13923,1620318168182,92.0,99.0,27.0
13924,1620318168198,92.0,99.0,27.0
13925,1620318168231,92.0,99.0,27.0
13926,1620318168266,92.0,99.0,27.0
13927,1620318168300,92.0,99.0,27.0
13928,1620318168334,92.0,99.0,27.0
13929,1620318168397,92.0,99.0,27.0
13930,1620318168411,92.0,99.0,27.0
13931,1620318168413,92.0,99.0,27.0
13932,1620318168446,92.0,99.0,27.0
13933,1620318168466,92.0,99.0,27.0
13934,1620318168483,92.0,99.0,27.0
13935,1620318168522,92.0,99.0,27.0
13936,1620318168558,92.0,99.0,27.0
13937,1620318168565,92.0,99.0,27.0
13938,1620318168602,92.0,99.0,27.0
13939,1620318168635,92.0,99.0,27.0
13940,1620318168671,92.0,99.0,27.0
13941,1620318168704,92.0,99.0,27.0
13942,1620318168707,92.0,99.0,27.0
13943,1620318168747,92.0,99.0,27.0
13944,1620318168791,92.0,99.0,27.0
13945,1620318168822,92.0,99.0,27.0
13946,1620318168824,92.0,99.0,27.0
13947,1620318168858,92.0,99.0,27.0
13948,1620318168893,92.0,99.0,27.0
13949,1620318168933,92.0,99.0,27.0
13950,1620318168935,92.0,99.0,27.0
13951,1620318168970,92.0,99.0,27.0
13952,1620318169002,92.0,99.0,27.0
13953,1620318169037,92.0,99.0,27.0
13954,1620318169065,92.0,99.0,27.0
13955,1620318169073,92.0,99.0,27.0
13956,1620318169113,92.0,99.0,27.0
13957,1620318169147,92.0,99.0,27.0
13958,1620318169180,92.0,99.0,27.0
13959,1620318169188,92.0,99.0,27.0
13960,1620318169222,92.0,99.0,27.0
13961,1620318169255,92.0,99.0,27.0
13962,1620318169289,92.0,99.0,27.0
13963,1620318169323,92.0,99.0,27.0
13964,1620318169325,92.0,99.0,27.0
13965,1620318169360,92.0,99.0,27.0
13966,1620318169394,92.0,99.0,27.0
13967,1620318169428,92.0,99.0,27.0
13968,1620318169434,92.0,99.0,27.0
13969,1620318169477,92.0,99.0,27.0
13970,1620318169512,92.0,99.0,27.0
13971,1620318169546,92.0,99.0,27.0
13972,1620318169581,92.0,99.0,27.0
13973,1620318169584,92.0,99.0,27.0
13974,1620318169617,92.0,99.0,27.0
13975,1620318169689,92.0,99.0,27.0
13976,1620318169692,92.0,99.0,27.0
13977,1620318169711,92.0,99.0,27.0
13978,1620318169728,92.0,99.0,27.0
13979,1620318169762,92.0,99.0,27.0
13980,1620318169795,92.0,99.0,27.0
13981,1620318169829,92.0,99.0,27.0
13982,1620318169838,92.0,99.0,27.0
13983,1620318169873,92.0,99.0,27.0
13984,1620318169906,92.0,99.0,27.0
13985,1620318169942,92.0,99.0,27.0
13986,1620318169965,92.0,99.0,27.0
13987,1620318169978,92.0,99.0,27.0
13988,1620318170019,92.0,99.0,27.0
13989,1620318170053,92.0,99.0,27.0
13990,1620318170081,92.0,99.0,27.0
13991,1620318170096,92.0,99.0,27.0
13992,1620318170130,92.0,99.0,27.0
13993,1620318170164,92.0,99.0,27.0
13994,1620318170204,92.0,99.0,27.0
13995,1620318170237,92.0,99.0,27.0
13996,1620318170241,92.0,99.0,27.0
13997,1620318170276,92.0,99.0,27.0
13998,1620318170310,92.0,99.0,27.0
13999,1620318170344,92.0,99.0,27.0
14000,1620318170346,92.0,99.0,27.0
14001,1620318170383,92.0,99.0,27.0
14002,1620318170417,92.0,99.0,27.0
14003,1620318170451,92.0,99.0,27.0
14004,1620318170484,92.0,99.0,27.0
14005,1620318170486,92.0,99.0,27.0
14006,1620318170520,92.0,99.0,27.0
14007,1620318170556,92.0,99.0,27.0
14008,1620318170589,92.0,99.0,27.0
14009,1620318170624,92.0,99.0,27.0
14010,1620318170627,92.0,99.0,27.0
14011,1620318170663,92.0,99.0,27.0
14012,1620318170696,92.0,99.0,27.0
14013,1620318170733,92.0,99.0,27.0
14014,1620318170765,92.0,99.0,27.0
14015,1620318170768,92.0,99.0,27.0
14016,1620318170808,92.0,99.0,27.0
14017,1620318170842,92.0,99.0,27.0
14018,1620318170865,92.0,99.0,27.0
14019,1620318170882,92.0,99.0,27.0
14020,1620318170964,92.0,99.0,27.0
14021,1620318170966,92.0,99.0,27.0
14022,1620318170974,92.0,99.0,27.0
14023,1620318171008,92.0,99.0,27.0
14024,1620318171042,92.0,99.0,27.0
14025,1620318171065,92.0,99.0,27.0
14026,1620318171079,92.0,99.0,27.0
14027,1620318171119,92.0,99.0,27.0
14028,1620318171153,92.0,99.0,27.0
14029,1620318171181,92.0,99.0,27.0
14030,1620318171222,92.0,99.0,27.0
14031,1620318171224,92.0,99.0,27.0
14032,1620318171259,92.0,99.0,27.0
14033,1620318171294,92.0,99.0,27.0
14034,1620318171326,92.0,99.0,27.0
14035,1620318171365,92.0,99.0,27.0
14036,1620318171369,92.0,99.0,27.0
14037,1620318171404,92.0,99.0,27.0
14038,1620318171438,92.0,99.0,27.0
14039,1620318171465,92.0,99.0,27.0
14040,1620318171506,92.0,99.0,27.0
14041,1620318171508,92.0,99.0,27.0
14042,1620318171549,92.0,99.0,27.0
14043,1620318171581,92.0,99.0,27.0
14044,1620318171592,92.0,99.0,27.0
14045,1620318171626,92.0,99.0,27.0
14046,1620318171660,92.0,99.0,27.0
14047,1620318171681,92.0,99.0,27.0
14048,1620318171729,92.0,99.0,27.0
14049,1620318171762,92.0,99.0,27.0
14050,1620318171766,92.0,99.0,27.0
14051,1620318171799,92.0,99.0,27.0
14052,1620318171840,92.0,99.0,27.0
14053,1620318171842,92.0,99.0,27.0
14054,1620318171884,92.0,99.0,27.0
14055,1620318171924,92.0,99.0,27.0
14056,1620318171958,92.0,99.0,27.0
14057,1620318171960,92.0,99.0,27.0
14058,1620318172000,92.0,99.0,27.0
14059,1620318172034,92.0,99.0,27.0
14060,1620318172070,92.0,99.0,27.0
14061,1620318172072,92.0,99.0,27.0
14062,1620318172106,92.0,99.0,27.0
14063,1620318172139,92.0,99.0,27.0
14064,1620318172147,92.0,99.0,27.0
14065,1620318172190,92.0,99.0,27.0
14066,1620318172248,92.0,99.0,27.0
14067,1620318172251,92.0,99.0,27.0
14068,1620318172285,92.0,99.0,27.0
14069,1620318172320,92.0,99.0,27.0
14070,1620318172353,92.0,99.0,27.0
14071,1620318172357,92.0,99.0,27.0
14072,1620318172392,92.0,99.0,27.0
14073,1620318172425,92.0,99.0,27.0
14074,1620318172459,92.0,99.0,27.0
14075,1620318172482,92.0,99.0,27.0
14076,1620318172526,92.0,99.0,27.0
14077,1620318172529,92.0,99.0,27.0
14078,1620318172564,92.0,99.0,27.0
14079,1620318172604,92.0,99.0,27.0
14080,1620318172638,92.0,99.0,27.0
14081,1620318172640,92.0,99.0,27.0
14082,1620318172680,92.0,99.0,27.0
14083,1620318172718,92.0,99.0,27.0
14084,1620318172720,92.0,99.0,27.0
14085,1620318172755,92.0,99.0,27.0
14086,1620318172789,92.0,99.0,27.0
14087,1620318172823,92.0,99.0,27.0
14088,1620318172842,92.0,99.0,27.0
14089,1620318172883,92.0,99.0,27.0
14090,1620318172893,92.0,99.0,27.0
14091,1620318172927,92.0,99.0,27.0
14092,1620318172962,92.0,99.0,27.0
14093,1620318172984,92.0,99.0,27.0
14094,1620318173031,92.0,99.0,27.0
14095,1620318173034,92.0,99.0,27.0
14096,1620318173074,92.0,99.0,27.0
14097,1620318173095,92.0,99.0,27.0
14098,1620318173143,92.0,99.0,27.0
14099,1620318173167,92.0,99.0,27.0
14100,1620318173179,92.0,99.0,27.0
14101,1620318173213,92.0,99.0,27.0
14102,1620318173248,92.0,99.0,27.0
14103,1620318173267,92.0,99.0,27.0
14104,1620318173316,92.0,99.0,27.0
14105,1620318173317,92.0,99.0,27.0
14106,1620318173359,92.0,99.0,27.0
14107,1620318173399,92.0,99.0,27.0
14108,1620318173402,92.0,99.0,27.0
14109,1620318173437,92.0,99.0,27.0
14110,1620318173472,92.0,99.0,27.0
14111,1620318173522,92.0,99.0,27.0
14112,1620318173531,92.0,99.0,27.0
14113,1620318173564,92.0,99.0,27.0
14114,1620318173568,92.0,99.0,27.0
14115,1620318173600,92.0,99.0,27.0
14116,1620318173634,92.0,99.0,27.0
