Sample Number (10 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),HeartRate (bpm),BloodOxygen (Sp02),BodyTemp (Celcius)
3938,1620317813730,46.0,98.0,27.0
3939,1620317813765,46.0,98.0,27.0
3940,1620317813769,46.0,98.0,27.0
3941,1620317813850,46.0,98.0,27.0
3942,1620317813859,46.0,98.0,27.0
3943,1620317813862,46.0,98.0,27.0
3944,1620317813896,46.0,98.0,27.0
3945,1620317813940,46.0,98.0,27.0
3946,1620317813943,46.0,98.0,27.0
3947,1620317813982,46.0,98.0,27.0
3948,1620317814018,46.0,98.0,27.0
3949,1620317814051,46.0,98.0,27.0
3950,1620317814053,46.0,98.0,27.0
3951,1620317814090,46.0,98.0,27.0
3952,1620317814125,46.0,98.0,27.0
3953,1620317814160,46.0,98.0,27.0
3954,1620317814185,46.0,98.0,27.0
3955,1620317814196,46.0,98.0,27.0
3956,1620317814229,46.0,98.0,27.0
3957,1620317814263,46.0,98.0,27.0
3958,1620317814297,46.0,98.0,27.0
3959,1620317814332,46.0,98.0,27.0
3960,1620317814336,46.0,98.0,27.0
3961,1620317814375,46.0,98.0,27.0
3962,1620317814411,46.0,98.0,27.0
3963,1620317814444,46.0,98.0,27.0
3964,1620317814447,46.0,98.0,27.0
3965,1620317814489,46.0,98.0,27.0
3966,1620317814525,46.0,98.0,27.0
3967,1620317814528,46.0,98.0,27.0
3968,1620317814578,46.0,98.0,27.0
3969,1620317814618,46.0,98.0,27.0
3970,1620317814622,46.0,98.0,27.0
3971,1620317814671,46.0,98.0,27.0
3972,1620317814677,46.0,98.0,27.0
3973,1620317814715,46.0,98.0,27.0
3974,1620317814751,46.0,98.0,27.0
3975,1620317814786,46.0,98.0,27.0
3976,1620317814792,46.0,98.0,27.0
3977,1620317814832,46.0,98.0,27.0
3978,1620317814867,46.0,98.0,27.0
3979,1620317814903,46.0,98.0,27.0
3980,1620317814908,46.0,98.0,27.0
3981,1620317814942,46.0,98.0,27.0
3982,1620317814975,46.0,98.0,27.0
3983,1620317815013,46.0,98.0,27.0
3984,1620317815032,46.0,98.0,27.0
3985,1620317815042,46.0,98.0,27.0
3986,1620317815078,46.0,98.0,27.0
3987,1620317815134,46.0,98.0,27.0
3988,1620317815137,46.0,98.0,27.0
3989,1620317815171,46.0,98.0,27.0
3990,1620317815206,46.0,98.0,27.0
3991,1620317815208,46.0,98.0,27.0
3992,1620317815249,46.0,98.0,27.0
3993,1620317815282,46.0,98.0,27.0
3994,1620317815318,46.0,98.0,27.0
3995,1620317815327,46.0,98.0,27.0
3996,1620317815360,46.0,98.0,27.0
3997,1620317815394,46.0,98.0,27.0
3998,1620317815427,46.0,98.0,27.0
3999,1620317815462,46.0,98.0,27.0
4000,1620317815467,46.0,98.0,27.0
4001,1620317815499,46.0,98.0,27.0
4002,1620317815534,46.0,98.0,27.0
4003,1620317815567,46.0,98.0,27.0
4004,1620317815588,46.0,98.0,27.0
4005,1620317815636,46.0,98.0,27.0
4006,1620317815638,46.0,98.0,27.0
4007,1620317815672,46.0,98.0,27.0
4008,1620317815706,46.0,98.0,27.0
4009,1620317815726,46.0,98.0,27.0
4010,1620317815773,46.0,98.0,27.0
4011,1620317815778,46.0,98.0,27.0
4012,1620317815820,46.0,98.0,27.0
4013,1620317815855,46.0,98.0,27.0
4014,1620317815888,46.0,98.0,27.0
4015,1620317815892,46.0,98.0,27.0
4016,1620317815931,46.0,98.0,27.0
4017,1620317815964,46.0,98.0,27.0
4018,1620317815989,46.0,98.0,27.0
4019,1620317816002,46.0,98.0,27.0
4020,1620317816035,46.0,98.0,27.0
4021,1620317816071,46.0,98.0,27.0
4022,1620317816104,46.0,98.0,27.0
4023,1620317816138,46.0,98.0,27.0
4024,1620317816141,46.0,98.0,27.0
4025,1620317816183,46.0,98.0,27.0
4026,1620317816218,46.0,98.0,27.0
4027,1620317816236,46.0,98.0,27.0
4028,1620317816273,46.0,98.0,27.0
4029,1620317816288,46.0,98.0,27.0
4030,1620317816324,46.0,98.0,27.0
4031,1620317816356,46.0,98.0,27.0
4032,1620317816404,46.0,98.0,27.0
4033,1620317816417,46.0,98.0,27.0
4034,1620317816457,46.0,98.0,27.0
4035,1620317816459,46.0,98.0,27.0
4036,1620317816507,46.0,98.0,27.0
4037,1620317816510,46.0,98.0,27.0
4038,1620317816552,46.0,98.0,27.0
4039,1620317816585,46.0,98.0,27.0
4040,1620317816619,46.0,98.0,27.0
4041,1620317816622,46.0,98.0,27.0
4042,1620317816660,46.0,98.0,27.0
4043,1620317816697,46.0,98.0,27.0
4044,1620317816732,46.0,98.0,27.0
4045,1620317816736,46.0,98.0,27.0
4046,1620317816769,46.0,98.0,27.0
4047,1620317816803,46.0,98.0,27.0
4048,1620317816837,46.0,98.0,27.0
4049,1620317816873,46.0,98.0,27.0
4050,1620317816906,46.0,98.0,27.0
4051,1620317816909,46.0,98.0,27.0
4052,1620317816944,46.0,98.0,27.0
4053,1620317816977,46.0,98.0,27.0
4054,1620317817010,46.0,98.0,27.0
4055,1620317817044,46.0,98.0,27.0
4056,1620317817075,46.0,98.0,27.0
4057,1620317817082,46.0,98.0,27.0
4058,1620317817117,46.0,98.0,27.0
4059,1620317817157,46.0,98.0,27.0
4060,1620317817167,46.0,98.0,27.0
4061,1620317817201,46.0,98.0,27.0
4062,1620317817242,46.0,98.0,27.0
4063,1620317817245,46.0,98.0,27.0
4064,1620317817280,46.0,98.0,27.0
4065,1620317817314,46.0,98.0,27.0
4066,1620317817349,46.0,98.0,27.0
4067,1620317817383,46.0,98.0,27.0
4068,1620317817391,46.0,98.0,27.0
4069,1620317817424,46.0,98.0,27.0
4070,1620317817458,46.0,98.0,27.0
4071,1620317817491,46.0,98.0,27.0
4072,1620317817500,46.0,98.0,27.0
4073,1620317817537,46.0,98.0,27.0
4074,1620317817571,46.0,98.0,27.0
4075,1620317817605,46.0,98.0,27.0
4076,1620317817641,46.0,98.0,27.0
4077,1620317817643,46.0,98.0,27.0
4078,1620317817698,46.0,98.0,27.0
4079,1620317817699,46.0,98.0,27.0
4080,1620317817739,46.0,98.0,27.0
4081,1620317817772,46.0,98.0,27.0
4082,1620317817792,46.0,98.0,27.0
4083,1620317817807,46.0,98.0,27.0
4084,1620317817842,46.0,98.0,27.0
4085,1620317817877,46.0,98.0,27.0
4086,1620317817911,46.0,98.0,27.0
4087,1620317817946,46.0,98.0,27.0
4088,1620317817976,46.0,98.0,27.0
4089,1620317817983,46.0,98.0,27.0
4090,1620317818016,46.0,98.0,27.0
4091,1620317818050,46.0,98.0,27.0
4092,1620317818092,46.0,98.0,27.0
4093,1620317818095,46.0,98.0,27.0
4094,1620317818135,46.0,98.0,27.0
4095,1620317818145,46.0,98.0,27.0
4096,1620317818192,46.0,98.0,27.0
4097,1620317818231,46.0,98.0,27.0
4098,1620317818236,46.0,98.0,27.0
4099,1620317818273,46.0,98.0,27.0
4100,1620317818307,46.0,98.0,27.0
4101,1620317818345,46.0,98.0,27.0
4102,1620317818350,46.0,98.0,27.0
4103,1620317818383,46.0,98.0,27.0
4104,1620317818417,46.0,98.0,27.0
4105,1620317818455,46.0,98.0,27.0
4106,1620317818459,46.0,98.0,27.0
4107,1620317818496,46.0,98.0,27.0
4108,1620317818531,46.0,98.0,27.0
4109,1620317818564,46.0,98.0,27.0
4110,1620317818592,46.0,98.0,27.0
4111,1620317818601,46.0,98.0,27.0
4112,1620317818642,46.0,98.0,27.0
4113,1620317818676,46.0,98.0,27.0
4114,1620317818686,46.0,98.0,27.0
4115,1620317818726,46.0,98.0,27.0
4116,1620317818762,46.0,98.0,27.0
4117,1620317818792,46.0,98.0,27.0
4118,1620317818801,46.0,98.0,27.0
4119,1620317818841,46.0,98.0,27.0
4120,1620317818875,46.0,98.0,27.0
4121,1620317818909,46.0,98.0,27.0
4122,1620317818960,46.0,98.0,27.0
4123,1620317818977,46.0,98.0,27.0
4124,1620317818977,46.0,98.0,27.0
4125,1620317819014,46.0,98.0,27.0
4126,1620317819048,46.0,98.0,27.0
4127,1620317819049,46.0,98.0,27.0
4128,1620317819085,46.0,98.0,27.0
4129,1620317819121,46.0,98.0,27.0
4130,1620317819154,46.0,98.0,27.0
4131,1620317819177,46.0,98.0,27.0
4132,1620317819222,46.0,98.0,27.0
4133,1620317819224,46.0,98.0,27.0
4134,1620317819262,46.0,98.0,27.0
4135,1620317819298,46.0,98.0,27.0
4136,1620317819307,46.0,98.0,27.0
4137,1620317819340,46.0,98.0,27.0
4138,1620317819374,46.0,98.0,27.0
4139,1620317819409,46.0,98.0,27.0
4140,1620317819450,46.0,98.0,27.0
4141,1620317819452,46.0,98.0,27.0
4142,1620317819486,46.0,98.0,27.0
4143,1620317819520,46.0,98.0,27.0
4144,1620317819554,46.0,98.0,27.0
4145,1620317819577,46.0,98.0,27.0
4146,1620317819590,46.0,98.0,27.0
4147,1620317819625,46.0,98.0,27.0
4148,1620317819663,46.0,98.0,27.0
4149,1620317819693,46.0,98.0,27.0
4150,1620317819707,46.0,98.0,27.0
4151,1620317819746,46.0,98.0,27.0
4152,1620317819777,46.0,98.0,27.0
4153,1620317819818,46.0,98.0,27.0
4154,1620317819822,46.0,98.0,27.0
4155,1620317819856,46.0,98.0,27.0
4156,1620317819893,46.0,98.0,27.0
4157,1620317819929,46.0,98.0,27.0
4158,1620317819933,46.0,98.0,27.0
4159,1620317819970,46.0,98.0,27.0
4160,1620317819993,46.0,98.0,27.0
4161,1620317820042,46.0,98.0,27.0
4162,1620317820046,46.0,98.0,27.0
4163,1620317820079,46.0,98.0,27.0
4164,1620317820115,46.0,98.0,27.0
4165,1620317820154,46.0,98.0,27.0
4166,1620317820157,46.0,98.0,27.0
4167,1620317820190,46.0,98.0,27.0
4168,1620317820256,46.0,98.0,27.0
4169,1620317820258,46.0,98.0,27.0
4170,1620317820277,46.0,98.0,27.0
4171,1620317820311,46.0,98.0,27.0
4172,1620317820328,46.0,98.0,27.0
4173,1620317820364,46.0,98.0,27.0
4174,1620317820396,46.0,98.0,27.0
4175,1620317820435,46.0,98.0,27.0
4176,1620317820439,46.0,98.0,27.0
4177,1620317820477,46.0,98.0,27.0
4178,1620317820512,46.0,98.0,27.0
4179,1620317820546,46.0,98.0,27.0
4180,1620317820578,46.0,98.0,27.0
4181,1620317820582,46.0,98.0,27.0
4182,1620317820620,46.0,98.0,27.0
4183,1620317820641,46.0,98.0,27.0
4184,1620317820678,46.0,98.0,27.0
4185,1620317820693,46.0,98.0,27.0
4186,1620317820727,46.0,98.0,27.0
4187,1620317820760,46.0,98.0,27.0
4188,1620317820793,46.0,98.0,27.0
4189,1620317820834,46.0,98.0,27.0
4190,1620317820837,46.0,98.0,27.0
4191,1620317820870,46.0,98.0,27.0
4192,1620317820906,46.0,98.0,27.0
4193,1620317820942,46.0,98.0,27.0
4194,1620317820946,46.0,98.0,27.0
4195,1620317820987,46.0,98.0,27.0
4196,1620317821026,46.0,98.0,27.0
4197,1620317821061,46.0,98.0,27.0
4198,1620317821065,46.0,98.0,27.0
4199,1620317821098,46.0,98.0,27.0
4200,1620317821133,46.0,98.0,27.0
4201,1620317821167,46.0,98.0,27.0
4202,1620317821171,46.0,98.0,27.0
4203,1620317821204,46.0,98.0,27.0
4204,1620317821238,46.0,98.0,27.0
4205,1620317821271,46.0,98.0,27.0
4206,1620317821294,46.0,98.0,27.0
4207,1620317821339,46.0,98.0,27.0
4208,1620317821343,46.0,98.0,27.0
4209,1620317821383,46.0,98.0,27.0
4210,1620317821423,46.0,98.0,27.0
4211,1620317821426,46.0,98.0,27.0
4212,1620317821462,46.0,98.0,27.0
4213,1620317821534,46.0,98.0,27.0
4214,1620317821537,46.0,98.0,27.0
4215,1620317821541,46.0,98.0,27.0
4216,1620317821577,46.0,98.0,27.0
4217,1620317821609,46.0,98.0,27.0
4218,1620317821645,46.0,98.0,27.0
4219,1620317821647,46.0,98.0,27.0
4220,1620317821687,46.0,98.0,27.0
4221,1620317821720,46.0,98.0,27.0
4222,1620317821755,46.0,98.0,27.0
4223,1620317821758,46.0,98.0,27.0
4224,1620317821792,46.0,98.0,27.0
4225,1620317821826,46.0,98.0,27.0
4226,1620317821861,46.0,98.0,27.0
4227,1620317821896,46.0,98.0,27.0
4228,1620317821919,46.0,98.0,27.0
4229,1620317821932,46.0,98.0,27.0
4230,1620317821975,46.0,98.0,27.0
4231,1620317822008,46.0,98.0,27.0
4232,1620317822042,46.0,98.0,27.0
4233,1620317822047,46.0,98.0,27.0
4234,1620317822080,46.0,98.0,27.0
4235,1620317822114,46.0,98.0,27.0
4236,1620317822150,46.0,98.0,27.0
4237,1620317822183,46.0,98.0,27.0
4238,1620317822192,46.0,98.0,27.0
4239,1620317822226,46.0,98.0,27.0
4240,1620317822260,46.0,98.0,27.0
4241,1620317822294,46.0,98.0,27.0
4242,1620317822328,46.0,98.0,27.0
4243,1620317822330,46.0,98.0,27.0
4244,1620317822364,46.0,98.0,27.0
4245,1620317822399,46.0,98.0,27.0
4246,1620317822433,46.0,98.0,27.0
4247,1620317822458,46.0,98.0,27.0
4248,1620317822469,46.0,98.0,27.0
4249,1620317822507,46.0,98.0,27.0
4250,1620317822541,46.0,98.0,27.0
4251,1620317822577,46.0,98.0,27.0
4252,1620317822579,46.0,98.0,27.0
4253,1620317822618,46.0,98.0,27.0
4254,1620317822654,46.0,98.0,27.0
4255,1620317822686,46.0,98.0,27.0
4256,1620317822692,46.0,98.0,27.0
4257,1620317822732,46.0,98.0,27.0
4258,1620317822804,46.0,98.0,27.0
4259,1620317822820,46.0,98.0,27.0
4260,1620317822822,46.0,98.0,27.0
4261,1620317822857,46.0,98.0,27.0
4262,1620317822874,46.0,98.0,27.0
4263,1620317822911,46.0,98.0,27.0
4264,1620317822927,46.0,98.0,27.0
4265,1620317822960,46.0,98.0,27.0
4266,1620317822993,46.0,98.0,27.0
4267,1620317823028,46.0,98.0,27.0
4268,1620317823062,46.0,98.0,27.0
4269,1620317823064,46.0,98.0,27.0
4270,1620317823100,46.0,98.0,27.0
4271,1620317823133,46.0,98.0,27.0
4272,1620317823168,46.0,98.0,27.0
4273,1620317823171,46.0,98.0,27.0
4274,1620317823211,46.0,98.0,27.0
4275,1620317823245,46.0,98.0,27.0
4276,1620317823271,46.0,98.0,27.0
4277,1620317823288,46.0,98.0,27.0
4278,1620317823329,46.0,98.0,27.0
4279,1620317823354,46.0,98.0,27.0
4280,1620317823403,46.0,98.0,27.0
4281,1620317823407,46.0,98.0,27.0
4282,1620317823440,46.0,98.0,27.0
4283,1620317823474,46.0,98.0,27.0
4284,1620317823510,46.0,98.0,27.0
4285,1620317823544,46.0,98.0,27.0
4286,1620317823547,46.0,98.0,27.0
4287,1620317823585,46.0,98.0,27.0
4288,1620317823610,46.0,98.0,27.0
4289,1620317823643,46.0,98.0,27.0
4290,1620317823688,46.0,98.0,27.0
4291,1620317823691,46.0,98.0,27.0
4292,1620317823725,46.0,98.0,27.0
4293,1620317823759,46.0,98.0,27.0
4294,1620317823792,46.0,98.0,27.0
4295,1620317823826,46.0,98.0,27.0
4296,1620317823829,46.0,98.0,27.0
4297,1620317823870,46.0,98.0,27.0
4298,1620317823893,46.0,98.0,27.0
4299,1620317823911,46.0,98.0,27.0
4300,1620317823953,46.0,98.0,27.0
4301,1620317823987,46.0,98.0,27.0
4302,1620317824011,46.0,98.0,27.0
4303,1620317824023,46.0,98.0,27.0
4304,1620317824096,46.0,98.0,27.0
4305,1620317824098,46.0,98.0,27.0
4306,1620317824127,46.0,98.0,27.0
4307,1620317824137,46.0,98.0,27.0
4308,1620317824170,46.0,98.0,27.0
4309,1620317824205,46.0,98.0,27.0
4310,1620317824239,46.0,98.0,27.0
4311,1620317824257,46.0,98.0,27.0
4312,1620317824306,46.0,98.0,27.0
4313,1620317824309,46.0,98.0,27.0
4314,1620317824344,46.0,98.0,27.0
4315,1620317824379,46.0,98.0,27.0
4316,1620317824412,46.0,98.0,27.0
4317,1620317824447,46.0,98.0,27.0
4318,1620317824448,46.0,98.0,27.0
4319,1620317824490,46.0,98.0,27.0
4320,1620317824512,46.0,98.0,27.0
4321,1620317824561,46.0,98.0,27.0
4322,1620317824562,46.0,98.0,27.0
4323,1620317824596,46.0,98.0,27.0
4324,1620317824630,46.0,98.0,27.0
4325,1620317824665,46.0,98.0,27.0
4326,1620317824699,46.0,98.0,27.0
4327,1620317824703,46.0,98.0,27.0
4328,1620317824737,46.0,98.0,27.0
4329,1620317824770,46.0,98.0,27.0
4330,1620317824804,46.0,98.0,27.0
4331,1620317824844,46.0,98.0,27.0
4332,1620317824847,46.0,98.0,27.0
4333,1620317824880,46.0,98.0,27.0
4334,1620317824914,46.0,98.0,27.0
4335,1620317824948,46.0,98.0,27.0
4336,1620317824982,46.0,98.0,27.0
4337,1620317824987,46.0,98.0,27.0
4338,1620317825020,46.0,98.0,27.0
4339,1620317825054,46.0,98.0,27.0
4340,1620317825095,46.0,98.0,27.0
4341,1620317825098,46.0,98.0,27.0
4342,1620317825137,46.0,98.0,27.0
4343,1620317825170,46.0,98.0,27.0
4344,1620317825205,46.0,98.0,27.0
4345,1620317825213,46.0,98.0,27.0
4346,1620317825247,46.0,98.0,27.0
4347,1620317825283,46.0,98.0,27.0
4348,1620317825313,46.0,98.0,27.0
4349,1620317825368,46.0,98.0,27.0
4350,1620317825375,46.0,98.0,27.0
4351,1620317825378,46.0,98.0,27.0
4352,1620317825413,46.0,98.0,27.0
4353,1620317825447,46.0,98.0,27.0
4354,1620317825480,46.0,98.0,27.0
4355,1620317825515,46.0,98.0,27.0
4356,1620317825519,46.0,98.0,27.0
4357,1620317825560,46.0,98.0,27.0
4358,1620317825593,46.0,98.0,27.0
4359,1620317825629,46.0,98.0,27.0
4360,1620317825636,46.0,98.0,27.0
4361,1620317825671,46.0,98.0,27.0
4362,1620317825706,46.0,98.0,27.0
4363,1620317825739,46.0,98.0,27.0
4364,1620317825773,46.0,98.0,27.0
4365,1620317825777,46.0,98.0,27.0
4366,1620317825810,46.0,98.0,27.0
4367,1620317825845,46.0,98.0,27.0
4368,1620317825879,46.0,98.0,27.0
4369,1620317825913,46.0,98.0,27.0
4370,1620317825915,46.0,98.0,27.0
4371,1620317825955,46.0,98.0,27.0
4372,1620317825988,46.0,98.0,27.0
4373,1620317826030,46.0,98.0,27.0
4374,1620317826033,46.0,98.0,27.0
4375,1620317826080,46.0,98.0,27.0
4376,1620317826083,46.0,98.0,27.0
4377,1620317826124,46.0,98.0,27.0
4378,1620317826158,46.0,98.0,27.0
4379,1620317826193,46.0,98.0,27.0
4380,1620317826195,46.0,98.0,27.0
4381,1620317826234,46.0,98.0,27.0
4382,1620317826267,46.0,98.0,27.0
4383,1620317826275,46.0,98.0,27.0
4384,1620317826316,46.0,98.0,27.0
4385,1620317826351,46.0,98.0,27.0
4386,1620317826386,46.0,98.0,27.0
4387,1620317826420,46.0,98.0,27.0
4388,1620317826423,46.0,98.0,27.0
4389,1620317826460,46.0,98.0,27.0
4390,1620317826495,46.0,98.0,27.0
4391,1620317826530,46.0,98.0,27.0
4392,1620317826567,46.0,98.0,27.0
4393,1620317826569,46.0,98.0,27.0
4394,1620317826642,46.0,98.0,27.0
4395,1620317826645,46.0,98.0,27.0
4396,1620317826662,46.0,98.0,27.0
4397,1620317826696,46.0,98.0,27.0
4398,1620317826716,46.0,98.0,27.0
4399,1620317826764,46.0,98.0,27.0
4400,1620317826768,52.0,98.0,27.0
4401,1620317826803,52.0,98.0,27.0
4402,1620317826831,52.0,98.0,27.0
4403,1620317826846,52.0,98.0,27.0
4404,1620317826879,52.0,98.0,27.0
4405,1620317826913,52.0,98.0,27.0
4406,1620317826946,52.0,98.0,27.0
4407,1620317826982,52.0,98.0,27.0
4408,1620317827016,52.0,98.0,27.0
4409,1620317827018,52.0,98.0,27.0
4410,1620317827054,52.0,98.0,27.0
4411,1620317827086,52.0,98.0,27.0
4412,1620317827122,52.0,98.0,27.0
4413,1620317827152,52.0,98.0,27.0
4414,1620317827162,52.0,98.0,27.0
4415,1620317827196,52.0,98.0,27.0
4416,1620317827231,52.0,98.0,27.0
4417,1620317827270,52.0,98.0,27.0
4418,1620317827277,52.0,98.0,27.0
4419,1620317827310,52.0,98.0,27.0
4420,1620317827345,52.0,98.0,27.0
4421,1620317827381,52.0,98.0,27.0
4422,1620317827383,52.0,98.0,27.0
4423,1620317827417,52.0,98.0,27.0
4424,1620317827451,52.0,98.0,27.0
4425,1620317827484,52.0,98.0,27.0
4426,1620317827519,52.0,98.0,27.0
4427,1620317827557,52.0,98.0,27.0
4428,1620317827560,52.0,98.0,27.0
4429,1620317827594,52.0,98.0,27.0
4430,1620317827630,52.0,98.0,27.0
4431,1620317827640,52.0,98.0,27.0
4432,1620317827679,52.0,98.0,27.0
4433,1620317827712,52.0,98.0,27.0
4434,1620317827752,52.0,98.0,27.0
4435,1620317827757,52.0,98.0,27.0
4436,1620317827791,52.0,98.0,27.0
4437,1620317827823,54.0,98.0,27.0
4438,1620317827858,54.0,98.0,27.0
4439,1620317827862,54.0,98.0,27.0
4440,1620317827935,54.0,98.0,27.0
4441,1620317827938,54.0,98.0,27.0
4442,1620317827972,54.0,98.0,27.0
4443,1620317827977,54.0,98.0,27.0
4444,1620317828013,54.0,98.0,27.0
4445,1620317828046,54.0,98.0,27.0
4446,1620317828081,54.0,98.0,27.0
4447,1620317828085,54.0,98.0,27.0
4448,1620317828124,54.0,98.0,27.0
4449,1620317828159,54.0,98.0,27.0
4450,1620317828191,54.0,98.0,27.0
4451,1620317828225,54.0,98.0,27.0
4452,1620317828229,54.0,98.0,27.0
4453,1620317828267,54.0,98.0,27.0
4454,1620317828302,54.0,98.0,27.0
4455,1620317828337,54.0,98.0,27.0
4456,1620317828369,54.0,98.0,27.0
4457,1620317828373,54.0,98.0,27.0
4458,1620317828406,54.0,98.0,27.0
4459,1620317828442,54.0,98.0,27.0
4460,1620317828475,54.0,98.0,27.0
4461,1620317828510,54.0,98.0,27.0
4462,1620317828513,54.0,98.0,27.0
4463,1620317828547,54.0,98.0,27.0
4464,1620317828581,54.0,98.0,27.0
4465,1620317828620,54.0,98.0,27.0
4466,1620317828624,54.0,98.0,27.0
4467,1620317828666,54.0,98.0,27.0
4468,1620317828699,54.0,98.0,27.0
4469,1620317828739,54.0,98.0,27.0
4470,1620317828743,54.0,98.0,27.0
4471,1620317828777,54.0,98.0,27.0
4472,1620317828812,54.0,98.0,27.0
4473,1620317828850,54.0,98.0,27.0
4474,1620317828871,54.0,98.0,27.0
4475,1620317828887,54.0,98.0,27.0
4476,1620317828921,54.0,98.0,27.0
4477,1620317828957,54.0,98.0,27.0
4478,1620317828992,54.0,98.0,27.0
4479,1620317828994,54.0,98.0,27.0
4480,1620317829029,54.0,98.0,27.0
4481,1620317829063,54.0,98.0,27.0
4482,1620317829098,54.0,98.0,27.0
4483,1620317829131,54.0,98.0,27.0
4484,1620317829133,54.0,98.0,27.0
4485,1620317829208,54.0,98.0,27.0
4486,1620317829211,54.0,98.0,27.0
4487,1620317829219,54.0,98.0,27.0
4488,1620317829258,54.0,98.0,27.0
4489,1620317829293,54.0,98.0,27.0
4490,1620317829327,54.0,98.0,27.0
4491,1620317829355,54.0,98.0,27.0
4492,1620317829364,54.0,98.0,27.0
4493,1620317829402,54.0,98.0,27.0
4494,1620317829441,54.0,98.0,27.0
4495,1620317829445,54.0,98.0,27.0
4496,1620317829485,54.0,98.0,27.0
4497,1620317829512,54.0,98.0,27.0
4498,1620317829529,54.0,98.0,27.0
4499,1620317829570,54.0,98.0,27.0
4500,1620317829605,54.0,98.0,27.0
4501,1620317829643,54.0,98.0,27.0
4502,1620317829645,54.0,98.0,27.0
4503,1620317829688,54.0,98.0,27.0
4504,1620317829725,54.0,98.0,27.0
4505,1620317829729,54.0,98.0,27.0
4506,1620317829767,54.0,98.0,27.0
4507,1620317829806,54.0,98.0,27.0
4508,1620317829809,54.0,98.0,27.0
4509,1620317829851,54.0,98.0,27.0
4510,1620317829885,54.0,98.0,27.0
4511,1620317829919,54.0,98.0,27.0
4512,1620317829925,54.0,98.0,27.0
4513,1620317829959,54.0,98.0,27.0
4514,1620317829993,54.0,98.0,27.0
4515,1620317830028,54.0,98.0,27.0
4516,1620317830057,54.0,98.0,27.0
4517,1620317830095,54.0,98.0,27.0
4518,1620317830098,54.0,98.0,27.0
4519,1620317830132,54.0,98.0,27.0
4520,1620317830166,54.0,98.0,27.0
4521,1620317830200,54.0,98.0,27.0
4522,1620317830234,54.0,98.0,27.0
4523,1620317830257,54.0,98.0,27.0
4524,1620317830270,54.0,98.0,27.0
4525,1620317830306,54.0,98.0,27.0
4526,1620317830331,54.0,98.0,27.0
4527,1620317830373,54.0,98.0,27.0
4528,1620317830384,54.0,98.0,27.0
4529,1620317830416,54.0,98.0,27.0
4530,1620317830491,54.0,98.0,27.0
4531,1620317830492,54.0,98.0,27.0
4532,1620317830500,54.0,98.0,27.0
4533,1620317830533,54.0,98.0,27.0
4534,1620317830568,54.0,98.0,27.0
4535,1620317830603,54.0,98.0,27.0
4536,1620317830605,54.0,98.0,27.0
4537,1620317830640,54.0,98.0,27.0
4538,1620317830674,54.0,98.0,27.0
4539,1620317830707,54.0,98.0,27.0
4540,1620317830741,54.0,98.0,27.0
4541,1620317830759,54.0,98.0,27.0
4542,1620317830777,54.0,98.0,27.0
4543,1620317830816,54.0,98.0,27.0
4544,1620317830852,54.0,98.0,27.0
4545,1620317830875,54.0,98.0,27.0
4546,1620317830889,54.0,98.0,27.0
4547,1620317830923,54.0,98.0,27.0
4548,1620317830957,54.0,98.0,27.0
4549,1620317830983,54.0,98.0,27.0
4550,1620317831000,54.0,98.0,27.0
4551,1620317831035,54.0,98.0,27.0
4552,1620317831068,54.0,98.0,27.0
4553,1620317831102,54.0,98.0,27.0
4554,1620317831137,54.0,98.0,27.0
4555,1620317831159,54.0,98.0,27.0
4556,1620317831173,54.0,98.0,27.0
4557,1620317831208,54.0,98.0,27.0
4558,1620317831241,54.0,98.0,27.0
4559,1620317831275,54.0,98.0,27.0
4560,1620317831310,54.0,98.0,27.0
4561,1620317831313,54.0,98.0,27.0
4562,1620317831346,54.0,98.0,27.0
4563,1620317831380,54.0,98.0,27.0
4564,1620317831406,54.0,98.0,27.0
4565,1620317831422,54.0,98.0,27.0
4566,1620317831462,54.0,98.0,27.0
4567,1620317831501,54.0,98.0,27.0
4568,1620317831505,54.0,98.0,27.0
4569,1620317831545,54.0,98.0,27.0
4570,1620317831578,54.0,98.0,27.0
4571,1620317831612,54.0,98.0,27.0
4572,1620317831632,54.0,98.0,27.0
4573,1620317831649,54.0,98.0,27.0
4574,1620317831684,54.0,98.0,27.0
4575,1620317831717,54.0,98.0,27.0
4576,1620317831760,54.0,98.0,27.0
4577,1620317831776,54.0,98.0,27.0
4578,1620317831810,54.0,98.0,27.0
4579,1620317831813,54.0,98.0,27.0
4580,1620317831848,54.0,98.0,27.0
4581,1620317831881,54.0,98.0,27.0
4582,1620317831915,54.0,98.0,27.0
4583,1620317831950,54.0,98.0,27.0
4584,1620317831983,54.0,98.0,27.0
4585,1620317831985,54.0,98.0,27.0
4586,1620317832021,54.0,98.0,27.0
4587,1620317832054,54.0,98.0,27.0
4588,1620317832090,54.0,98.0,27.0
4589,1620317832123,54.0,98.0,27.0
4590,1620317832125,54.0,98.0,27.0
4591,1620317832158,54.0,98.0,27.0
4592,1620317832193,54.0,98.0,27.0
4593,1620317832228,54.0,98.0,27.0
4594,1620317832262,54.0,98.0,27.0
4595,1620317832265,54.0,98.0,27.0
4596,1620317832299,54.0,98.0,27.0
4597,1620317832332,54.0,98.0,27.0
4598,1620317832366,54.0,98.0,27.0
4599,1620317832401,54.0,98.0,27.0
4600,1620317832435,54.0,98.0,27.0
